neck_x	neck_y	neck_z	hip_l_x	hip_l_y	hip_l_z	knee_l_x	knee_l_y	knee_l_z	ankle_l_x	ankle_l_y	ankle_l_z	heel_l_x	heel_l_y	heel_l_z	toe2_l_x	toe2_l_y	toe2_l_z	hip_r_x	hip_r_y	hip_r_z	knee_r_x	knee_r_y	knee_r_z	ankle_r_x	ankle_r_y	ankle_r_z	heel_r_x	heel_r_y	heel_r_z	toe2_r_x	toe2_r_y	toe2_r_z
0.01207	1.398005	0.014061	-0.135404	0.945358	-0.0037649999999999997	-0.116647	0.452275	0.16809100000000002	-0.090722	0.11548900000000001	0.425599	-0.028447000000000004	0.106894	0.5001	-0.05074	0.021278000000000002	0.31818	0.131629	0.9436979999999999	-0.029538	0.129615	0.46908500000000003	-0.140843	0.110773	0.051404	-0.178548	0.054947	0.02125	-0.12507000000000001	0.10263499999999999	0.032376	-0.349421
0.013846	1.399219	0.012962999999999999	-0.13363699999999998	0.945903	-0.005691	-0.116283	0.450575	0.157743	-0.089295	0.1238	0.426695	-0.026201	0.12016900000000001	0.5004810000000001	-0.049873	0.022068	0.327144	0.13342	0.946541	-0.029766	0.130715	0.47099399999999997	-0.14188199999999998	0.111116	0.051524	-0.16709300000000002	0.05532	0.021397	-0.11336199999999999	0.10272300000000001	0.031363999999999996	-0.337999
0.015599000000000002	1.400566	0.011918000000000002	-0.131795	0.946608	-0.007295	-0.116433	0.44858100000000006	0.1461	-0.087314	0.13256700000000002	0.42607700000000004	-0.023293	0.134246	0.498778	-0.048853	0.023167	0.335048	0.135235	0.949758	-0.029787	0.13179200000000002	0.472443	-0.14160799999999998	0.111601	0.051556	-0.155137	0.05574	0.021393000000000002	-0.10133400000000001	0.102848	0.030875	-0.325993
0.01732	1.402016	0.010948000000000001	-0.12992599999999999	0.9474020000000001	-0.008522	-0.117041	0.446342	0.133422	-0.08488	0.141806	0.42372299999999996	-0.019908000000000002	0.149118	0.49499	-0.04768	0.024794999999999998	0.341748	0.137005	0.953119	-0.029731	0.132958	0.47328000000000003	-0.139369	0.11218399999999999	0.051460000000000006	-0.14282999999999998	0.056152	0.021287999999999998	-0.089025	0.10300799999999999	0.030638	-0.31356
0.018895	1.403473	0.010131999999999999	-0.12820299999999998	0.948158	-0.009287	-0.117914	0.44411300000000004	0.120723	-0.08226699999999999	0.151023	0.41984799999999994	-0.016422	0.163915	0.48938100000000007	-0.046487	0.026924	0.34678000000000003	0.138549	0.9562280000000001	-0.029695999999999997	0.1342	0.47349300000000005	-0.13505	0.11276800000000001	0.051237	-0.130932	0.056498	0.021129	-0.077126	0.103157	0.03053	-0.301501
0.020319	1.4049399999999999	0.009470999999999999	-0.126693	0.9488540000000001	-0.009611	-0.11888599999999999	0.44206999999999996	0.1082	-0.079588	0.160208	0.414579	-0.012931	0.178548	0.48196000000000006	-0.045444	0.029352	0.35015999999999997	0.139826	0.958965	-0.029713999999999997	0.13553900000000002	0.473263	-0.12881700000000001	0.113327	0.050910000000000004	-0.11936400000000001	0.056789	0.020955	-0.065522	0.103278	0.030481	-0.289752
0.021683	1.406541	0.008941	-0.125399	0.949628	-0.009493999999999999	-0.11992699999999999	0.440325	0.09511	-0.07673200000000001	0.169856	0.407442	-0.009173	0.193726	0.471909	-0.044698	0.031951	0.352089	0.14091800000000002	0.961464	-0.029758	0.137079	0.472736	-0.12044	0.113879	0.050479	-0.10718299999999999	0.05705	0.020769	-0.053257000000000006	0.10338900000000001	0.030452	-0.27734899999999996
0.022826	1.408099	0.008618	-0.12451300000000001	0.950466	-0.008973	-0.120869	0.439328	0.08312699999999999	-0.074114	0.178511	0.399335	-0.005519	0.20708000000000001	0.46044700000000005	-0.044358	0.034415	0.352638	0.141744	0.963461	-0.029747000000000003	0.13860699999999998	0.472159	-0.11141	0.114326	0.05003	-0.09575	0.05725499999999999	0.020605000000000002	-0.041729	0.103496	0.030425999999999998	-0.265687
0.023905000000000003	1.4098469999999999	0.008459	-0.123857	0.9515469999999999	-0.008033	-0.121831	0.439183	0.070569	-0.07134299999999999	0.187093	0.3892	-0.001363	0.2199	0.446226	-0.044156	0.037498000000000004	0.35201	0.142493	0.965274	-0.029557	0.140316	0.471634	-0.100986	0.11471700000000001	0.049562	-0.083319	0.057435	0.020453	-0.029219	0.10363399999999999	0.030399000000000002	-0.253021
0.024743	1.411502	0.00848	-0.123432	0.952757	-0.006936	-0.122643	0.44000900000000004	0.059428999999999996	-0.068798	0.194104	0.37888499999999997	0.0025670000000000003	0.22980599999999998	0.43215	-0.043952	0.040889999999999996	0.34988400000000003	0.143111	0.9666680000000001	-0.029101	0.141897	0.471329	-0.091297	0.11501199999999999	0.0492	-0.07184199999999999	0.057564	0.020349000000000003	-0.01772	0.10378	0.030371	-0.24137199999999998
0.025456	1.4132360000000002	0.008662000000000001	-0.12312000000000001	0.954252	-0.005642	-0.123396	0.44180699999999995	0.048362999999999996	-0.066195	0.200434	0.367559	0.006551	0.237954	0.41743900000000006	-0.043695	0.044821	0.345427	0.143744	0.967944	-0.028258	0.14347200000000002	0.47119399999999995	-0.081526	0.115291	0.048898000000000004	-0.059998	0.057687999999999996	0.020294	-0.005917	0.103946	0.030333	-0.22943899999999998
0.026062000000000002	1.41507	0.009013	-0.122912	0.956059	-0.004086	-0.124125	0.444589	0.037149	-0.063572	0.206175	0.355168	0.010504000000000001	0.244348	0.40238	-0.043417000000000004	0.049138999999999995	0.337769	0.144458	0.9692440000000001	-0.026951999999999997	0.145036	0.47119099999999997	-0.071494	0.115578	0.048645999999999995	-0.047568	0.057807000000000004	0.020285	0.006412999999999999	0.104147	0.030269	-0.217015
0.026545999999999997	1.416876	0.009498999999999999	-0.122726	0.9580540000000001	-0.002398	-0.124823	0.44804799999999995	0.026466000000000003	-0.061174	0.210918	0.342632	0.014063999999999998	0.24866100000000002	0.38821	-0.043204	0.053272	0.327071	0.14524	0.970577	-0.025294	0.146489	0.47126999999999997	-0.061688	0.11586300000000001	0.048462	-0.035338999999999995	0.057918	0.020309	0.018512999999999998	0.104374	0.030181	-0.204843
0.026944	1.41869	0.010112000000000001	-0.12239900000000001	0.9603149999999999	-0.000662	-0.12553499999999998	0.45210200000000006	0.015966	-0.059017999999999994	0.214694	0.329698	0.017254	0.251175	0.37451100000000004	-0.0431	0.057013	0.313214	0.14612	0.9720270000000001	-0.023328	0.147895	0.471387	-0.051678999999999996	0.116172	0.048338	-0.022945	0.058064	0.020357	0.030768	0.104621	0.030085	-0.19251500000000002
0.027264999999999998	1.4204139999999998	0.010794	-0.121847	0.962724	0.000947	-0.126255	0.45639399999999997	0.00607	-0.057286000000000004	0.21723800000000001	0.316972	0.019873	0.25195500000000004	0.361668	-0.043111000000000003	0.059938	0.297306	0.147059	0.973506	-0.021237	0.14921099999999998	0.47148999999999996	-0.041839	0.11649300000000001	0.048268	-0.010924	0.058244000000000004	0.020427	0.042649	0.104853	0.030005	-0.180552
0.027561000000000002	1.422118	0.011562000000000001	-0.12101600000000001	0.9652930000000001	0.002489	-0.12704300000000002	0.460975	-0.003722	-0.055973	0.21859099999999998	0.303754	0.021973	0.251202	0.348719	-0.043229000000000004	0.06201	0.2791	0.148097	0.975017	-0.019008	0.15049300000000002	0.47154300000000005	-0.031687	0.11679400000000001	0.048213	0.001302	0.058427999999999994	0.020512	0.054749	0.10506099999999999	0.029963999999999998	-0.16835999999999998
0.027856	1.4237540000000002	0.01239	-0.119952	0.967824	0.003936	-0.127892	0.46561199999999997	-0.013168000000000001	-0.05519400000000001	0.21861599999999998	0.290211	0.023387	0.24900799999999998	0.33569699999999997	-0.043448	0.063069	0.259417	0.149204	0.9764290000000001	-0.016765000000000002	0.15168099999999998	0.471537	-0.021506	0.11703599999999999	0.048161	0.013432	0.058573	0.0206	0.06679199999999999	0.10522100000000001	0.029972000000000002	-0.15623499999999998
0.028176999999999997	1.425306	0.013275	-0.11872100000000001	0.970249	0.005312	-0.12879300000000002	0.470282	-0.022394	-0.054965999999999994	0.217277	0.276036	0.024049	0.24541	0.322293	-0.043764	0.063152	0.23832199999999998	0.15037899999999998	0.9776600000000001	-0.014525999999999999	0.152765	0.471496	-0.01121	0.11723099999999999	0.048119	0.025620999999999998	0.05867000000000001	0.020681	0.078913	0.10533900000000002	0.030001	-0.144044
0.028526999999999997	1.426751	0.014211000000000001	-0.117407	0.972532	0.00665	-0.129706	0.47498500000000005	-0.03149	-0.055272	0.214575	0.260995	0.023932	0.240379	0.308329	-0.044189	0.062375	0.21576599999999999	0.151608	0.978649	-0.012298	0.15374000000000002	0.47144899999999995	-0.000708	0.117401	0.04808	0.037995	0.058704	0.020735	0.091172	0.105446	0.030026999999999998	-0.131683
0.028885	1.428008	0.015123	-0.11617000000000001	0.974532	0.007906999999999999	-0.130546	0.47942399999999996	-0.039966	-0.056036	0.210837	0.24592199999999997	0.023135	0.234269	0.29454	-0.044765	0.061001	0.193124	0.152788	0.9793370000000001	-0.010229	0.154568	0.47142700000000004	0.009437000000000001	0.11754400000000001	0.048043999999999996	0.049893	0.058667	0.020751	0.10289200000000001	0.105545	0.030042000000000003	-0.119828
0.029283	1.4291530000000001	0.016061000000000002	-0.115	0.9764010000000001	0.009198	-0.13133699999999998	0.483886	-0.048427	-0.05728099999999999	0.205936	0.229739	0.021726	0.226681	0.27982199999999996	-0.045691	0.059142999999999994	0.168829	0.15395	0.9797899999999999	-0.008162	0.155333	0.471445	0.020007	0.117658	0.048037	0.062185000000000004	0.05859400000000001	0.02074	0.114999	0.105645	0.030039	-0.10758
0.029706	1.4300959999999998	0.016981	-0.114007	0.9780479999999999	0.010456	-0.131987	0.48812	-0.05641	-0.058901	0.200168	0.21322800000000003	0.01991	0.218023	0.264759	-0.047115	0.057054999999999995	0.14416600000000002	0.15498499999999998	0.98	-0.006161	0.15601800000000002	0.471498	0.030505	0.117728	0.048067	0.07426100000000001	0.058544000000000006	0.020730000000000002	0.126943	0.10573900000000001	0.030005	-0.09553400000000001
0.030163	1.4308379999999998	0.017899	-0.11318199999999999	0.9795159999999999	0.011674	-0.132466	0.492179	-0.064038	-0.06085599999999999	0.193553	0.196018	0.017797	0.208229	0.248903	-0.049225	0.054849	0.118744	0.15590299999999999	0.980007	-0.0041329999999999995	0.15665	0.471576	0.041119	0.11775799999999999	0.048123	0.086379	0.058556	0.02076	0.13899	0.10581199999999999	0.029956	-0.08348
0.030637	1.431365	0.018797	-0.112517	0.9807899999999999	0.012837999999999999	-0.13275599999999999	0.495988	-0.071241	-0.06311	0.186264	0.17818399999999998	0.015471	0.197436	0.232199	-0.052097000000000004	0.052648	0.09277	0.156701	0.979836	-0.002062	0.157212	0.47165799999999997	0.051736000000000004	0.117757	0.048195999999999996	0.098491	0.058607000000000006	0.020834000000000002	0.151068	0.105878	0.029894	-0.07146
0.031108999999999998	1.431678	0.019659	-0.112009	0.9818399999999999	0.013927000000000002	-0.132863	0.49944700000000003	-0.077931	-0.065625	0.178528	0.159939	0.012975	0.185891	0.214758	-0.055666999999999994	0.050544	0.066652	0.157371	0.979513	1.8e-05	0.15769	0.47172700000000006	0.062164	0.11774200000000001	0.048283	0.11046500000000001	0.058642999999999994	0.020915	0.162993	0.105952	0.029795	-0.059555
0.031616000000000005	1.4317739999999999	0.020538	-0.11160899999999999	0.982707	0.014939	-0.132795	0.5027020000000001	-0.084488	-0.068553	0.169973	0.14008199999999998	0.010144	0.172987	0.19539	-0.060123	0.048462	0.03884	0.157959	0.979031	0.002216	0.158095	0.471786	0.07298500000000001	0.117724	0.048394	0.123045	0.058655	0.02099	0.175496	0.10601700000000001	0.029637	-0.047013
0.032089	1.43164	0.021329	-0.11131300000000001	0.983275	0.015742	-0.13258	0.505352	-0.090127	-0.071524	0.161742	0.120968	0.007312999999999999	0.160451	0.176401	-0.064841	0.046695	0.012709999999999999	0.158418	0.978455	0.004256	0.158349	0.47182799999999997	0.082865	0.1177	0.048514999999999996	0.134724	0.05865	0.021053	0.187099	0.106047	0.029455000000000002	-0.03535
0.032557	1.431282	0.022116	-0.111043	0.983592	0.016449000000000002	-0.132208	0.5077119999999999	-0.09551	-0.07487200000000001	0.152989	0.100358	0.004128	0.147013	0.155582	-0.070256	0.045105	-0.014763	0.158829	0.9777100000000001	0.006365999999999999	0.15847	0.471855	0.092968	0.117651	0.048664	0.14686400000000002	0.058626	0.021117	0.199167	0.106045	0.029235	-0.023209
0.032989	1.430715	0.022856	-0.110794	0.9836159999999999	0.017015	-0.131707	0.509649	-0.100406	-0.07851	0.14408900000000002	0.078868	0.000624	0.133246	0.13358299999999998	-0.076119	0.043827	-0.042679	0.159176	0.976791	0.008448	0.15845	0.47186999999999996	0.103004	0.117557	0.048837	0.159076	0.05857999999999999	0.02119	0.21131999999999998	0.10601500000000001	0.028977999999999997	-0.010979000000000001
0.033366	1.429975	0.023508	-0.110573	0.9833559999999999	0.017414	-0.131147	0.511043	-0.1046	-0.08226900000000001	0.135569	0.057553999999999994	-0.003094	0.11997999999999999	0.111524	-0.08200700000000001	0.042963	-0.069673	0.159452	0.9757309999999999	0.010376999999999999	0.158314	0.47188199999999997	0.112575	0.117414	0.04902	0.170802	0.058512	0.021276	0.223004	0.10597100000000001	0.028699000000000002	0.0007599999999999999
0.033706	1.4290260000000001	0.024112	-0.110378	0.9828020000000001	0.017681	-0.130523	0.51194	-0.10836199999999999	-0.086403	0.12700999999999998	0.035119	-0.0073019999999999995	0.106573	0.088077	-0.0881	0.042551	-0.097426	0.15967699999999999	0.974463	0.012241	0.158081	0.471901	0.122342	0.117218	0.04923	0.182802	0.058423	0.02138	0.23497600000000002	0.10591700000000001	0.028393	0.012745999999999999
0.033985	1.427942	0.024631	-0.110233	0.9820110000000001	0.01781	-0.129881	0.512254	-0.11146800000000001	-0.09067	0.11903699999999999	0.012916	-0.011788	0.093997	0.06473999999999999	-0.093834	0.042714	-0.12431400000000001	0.159828	0.973067	0.013913	0.157779	0.471933	0.13176600000000002	0.116987	0.049468	0.194389	0.058317999999999995	0.021495	0.24654299999999998	0.105861	0.028073	0.024314
0.034212	1.426647	0.025103	-0.110141	0.980952	0.017823	-0.129177	0.51198	-0.11411900000000001	-0.095386	0.111177	-0.010759999999999999	-0.016967	0.081501	0.039832	-0.099425	0.043561	-0.15237799999999999	0.15996	0.9714280000000001	0.015557	0.157391	0.471987	0.14157899999999998	0.11669700000000001	0.049763	0.206469	0.058178	0.021622	0.258592	0.10578900000000001	0.027712999999999998	0.036375
0.034365	1.425184	0.025498	-0.11010999999999999	0.9796819999999999	0.017726	-0.128417	0.511079	-0.11611300000000001	-0.100386	0.103841	-0.035212	-0.022739	0.069698	0.014137	-0.104499	0.045205	-0.18071700000000002	0.16006700000000001	0.969584	0.017124	0.15691300000000002	0.472058	0.15145799999999998	0.11634800000000001	0.050117	0.2187	0.058004999999999994	0.021761000000000003	0.27078800000000003	0.10569100000000001	0.027337	0.048577999999999996
0.034428	1.42365	0.025793	-0.11013699999999998	0.978331	0.017499	-0.127653	0.509649	-0.11729	-0.10529300000000001	0.097588	-0.058846	-0.028630000000000003	0.05941799999999999	-0.010692	-0.108674	0.047619999999999996	-0.20753200000000002	0.160099	0.9676790000000001	0.018498	0.156382	0.47213	0.160753	0.11596400000000001	0.050506999999999996	0.230373	0.057814	0.021912	0.28243	0.105573	0.026976	0.060225
0.034402999999999996	1.421953	0.026005	-0.11021500000000001	0.9768610000000001	0.017092	-0.12690099999999999	0.507654	-0.11773399999999999	-0.110253	0.09214299999999999	-0.082965	-0.034733999999999994	0.050125	-0.036068	-0.11218299999999999	0.051042000000000004	-0.234357	0.160045	0.965636	0.019766	0.155778	0.47219300000000003	0.16994	0.115523	0.050944	0.242223	0.057587	0.022078	0.294267	0.10543499999999999	0.0266	0.07208300000000001
0.034288	1.42009	0.026122000000000003	-0.11033299999999999	0.975291	0.016474000000000003	-0.12626300000000001	0.5051140000000001	-0.117467	-0.115026	0.087653	-0.107373	-0.040711000000000004	0.041977	-0.061857	-0.114973	0.055595000000000006	-0.261004	0.159901	0.963455	0.020914	0.155073	0.47221599999999997	0.178894	0.115024	0.051427	0.254282	0.05733099999999999	0.022271	0.306348	0.105274	0.026201	0.084212
0.034087	1.418144	0.026142000000000002	-0.11046500000000001	0.973699	0.015663	-0.125864	0.5021899999999999	-0.116654	-0.119152	0.084363	-0.130645	-0.045957	0.035419	-0.086662	-0.116927	0.061054	-0.28602	0.159664	0.9611700000000001	0.021863999999999998	0.154291	0.47217600000000004	0.187134	0.114505	0.051940999999999994	0.26602	0.05706699999999999	0.022493	0.318157	0.105108	0.025799000000000002	0.096087
0.033786000000000004	1.4160840000000001	0.026062000000000002	-0.110601	0.9720270000000001	0.014641999999999999	-0.125737	0.49886800000000003	-0.115479	-0.12256099999999999	0.082138	-0.153054	-0.050325	0.030262999999999998	-0.11086199999999999	-0.11814000000000001	0.06741	-0.309781	0.159333	0.9586629999999999	0.022626	0.153421	0.472071	0.194826	0.113968	0.052516999999999994	0.27776100000000004	0.05679	0.022752	0.330031	0.10495299999999999	0.025388	0.108028
0.033399	1.414015	0.025877999999999998	-0.110731	0.9702959999999999	0.013477000000000001	-0.12587	0.495385	-0.114133	-0.12503499999999998	0.080937	-0.17337	-0.053527	0.026604000000000003	-0.133115	-0.11864000000000001	0.074113	-0.330987	0.158985	0.9561069999999999	0.023215	0.152527	0.471922	0.20163	0.113452	0.053142999999999996	0.289029	0.056527	0.023053999999999998	0.341499	0.104825	0.024977000000000003	0.119527
0.032908	1.4118	0.025575999999999998	-0.110876	0.968349	0.012112000000000001	-0.12623099999999998	0.49162100000000003	-0.11257	-0.126727	0.080501	-0.192665	-0.055795000000000004	0.024038	-0.15448499999999998	-0.11847200000000001	0.081286	-0.35075100000000003	0.158652	0.95344	0.023727	0.151609	0.471736	0.208035	0.112945	0.053877999999999995	0.300642	0.056277999999999995	0.023437	0.353383	0.10473199999999999	0.024534	0.131403
0.032349	1.409584	0.025182	-0.11106500000000001	0.966326	0.010643000000000001	-0.12673399999999999	0.48789399999999994	-0.110883	-0.127592	0.080653	-0.209554	-0.057065	0.022475	-0.173268	-0.11758199999999999	0.088193	-0.367694	0.158307	0.950881	0.024111	0.150754	0.471517	0.213671	0.112495	0.054703999999999996	0.31201799999999996	0.05606799999999999	0.023892	0.365085	0.10469300000000001	0.024085	0.143084
0.031695999999999995	1.4073280000000001	0.024694	-0.111356	0.9642459999999999	0.009053	-0.127309	0.484175	-0.109077	-0.127788	0.081124	-0.22426300000000002	-0.057622	0.021497	-0.189567	-0.11587	0.094648	-0.382123	0.157871	0.9483959999999999	0.024334	0.14992	0.471232	0.21867899999999998	0.112102	0.055659	0.323534	0.055901	0.024475999999999998	0.377013	0.1047	0.023619	0.15498399999999998
0.030930000000000003	1.405071	0.024113	-0.111801	0.96221	0.007372	-0.127869	0.48055299999999995	-0.10732799999999999	-0.127422	0.08161399999999999	-0.236337	-0.057728999999999996	0.020738999999999997	-0.202775	-0.11323699999999999	0.100168	-0.39367199999999997	0.157339	0.9460209999999999	0.024373	0.149073	0.47086300000000003	0.222991	0.111793	0.056784	0.33515500000000004	0.055773	0.025299000000000002	0.389119	0.10474100000000001	0.023137	0.167068
0.030108	1.4030129999999998	0.023477	-0.112393	0.9604600000000001	0.005763	-0.128302	0.47738	-0.105986	-0.126625	0.08179299999999999	-0.244835	-0.057533	0.019901	-0.21179099999999998	-0.109918	0.104003	-0.40155799999999997	0.15676400000000001	0.943926	0.024209	0.148256	0.470416	0.226294	0.111601	0.05802	0.346003	0.055684000000000004	0.026423000000000002	0.40047	0.104804	0.02266	0.178445
0.029175	1.4010200000000002	0.022732	-0.11318399999999999	0.9589200000000001	0.004135	-0.128588	0.474529	-0.10511600000000001	-0.125349	0.08139099999999999	-0.250425	-0.057012	0.018639	-0.21733200000000003	-0.105823	0.106119	-0.406506	0.156084	0.9419280000000001	0.023791	0.14738199999999999	0.469818	0.228807	0.1115	0.05948	0.35685500000000003	0.055644000000000006	0.028056	0.411919	0.104868	0.022137999999999998	0.189996
0.028144	1.399153	0.021888	-0.11417200000000001	0.9576370000000001	0.002517	-0.12867699999999999	0.47214399999999995	-0.104834	-0.12356400000000001	0.080127	-0.252859	-0.056017	0.016804	-0.21921	-0.10126	0.10610699999999999	-0.40836100000000003	0.155274	0.940049	0.023075	0.146448	0.46905699999999995	0.23042800000000002	0.11149500000000001	0.061190999999999995	0.36748600000000003	0.055687	0.030282	0.423246	0.10491199999999999	0.021567	0.201515
