cop_l_x	cop_l_y	cop_l_z	for_l_x	for_l_y	for_l_z	mom_l_x	mom_l_y	mom_l_z	cop_r_x	cop_r_y	cop_r_z	for_r_x	for_r_y	for_r_z	mom_r_x	mom_r_y	mom_r_z
-0.76768	0.0	-0.894216	14.21173	-15.718712	-8.750874000000001	-14.055928	-1.0404520000000002	12.066942999999998	0.043994	0.0	0.132994	-36.693394	569.584961	-13.249372	-75.751373	-5.911588	25.058374
-0.7595149999999999	0.0	-0.898956	14.148461	-15.969447	-8.836453	-14.355832000000001	-1.0680969999999999	12.129031	0.044633	0.0	0.140291	-37.099098	573.089294	-16.109198000000003	-80.399315	-5.90407	25.578485
-0.754428	0.0	-0.9008940000000001	14.120819000000001	-16.116433999999998	-8.841257	-14.519204	-1.079782	12.158696	0.045301	0.0	0.147136	-37.482346	577.308289	-19.183014	-84.943054	-5.885485	26.152699
-0.751273	0.0	-0.894335	14.089857	-16.192122	-8.815061	-14.481185	-1.090035	12.164705999999999	0.045998000000000004	0.0	0.153791	-37.841248	582.478699	-22.601696	-89.579758	-5.836755	26.793021999999997
-0.748067	0.0	-0.878639	13.976498999999999	-16.23435	-8.751589	-14.264132	-1.08826	12.144384	0.046747000000000004	0.0	0.160675	-38.257381	589.041321	-26.515046999999996	-94.64415699999999	-5.770828	27.535769000000002
-0.742626	0.0	-0.8547030000000001	13.741601000000001	-16.290915	-8.61674	-13.923901999999998	-1.062673	12.098056	0.047570999999999995	0.0	0.167978	-38.796436	597.352417	-30.895519	-100.341934	-5.733983	28.416859000000002
-0.734114	0.0	-0.825875	13.41156	-16.390354000000002	-8.433537	-13.536389999999999	-1.031068	12.032392999999999	0.048441000000000005	0.0	0.175767	-39.438046	607.611572	-35.721375	-106.798203	-5.733751	29.433294
-0.724047	0.0	-0.801426	13.054986	-16.511297	-8.256003999999999	-13.232582999999998	-1.020131	11.95495	0.049226	0.0	0.18362	-40.071979999999996	619.118225	-40.726535999999996	-113.68254099999999	-5.742503	30.476753000000002
-0.713284	0.0	-0.788551	12.68132	-16.635248	-8.104003	-13.117737	-1.036813	11.865653	0.049934	0.0	0.192108	-40.671906	632.383911	-46.241852	-121.485809	-5.740973	31.577688000000002
-0.705336	0.0	-0.795072	12.321304	-16.686857	-8.011858	-13.26726	-1.090771	11.769848	0.050517	0.0	0.200845	-41.183525	646.353821	-52.039631	-129.817047	-5.691767	32.651817
-0.7021890000000001	0.0	-0.8144520000000001	11.26486	-15.58707	-7.466059	-12.694913	-1.097902	10.945075	0.05094	0.0	0.209855	-41.626102	660.360779	-58.209922999999996	-138.579849	-5.562195	33.638931
-0.701457	0.0	-0.8336450000000001	8.643264	-12.122978	-5.816544	-10.106263	-0.9129719999999999	8.503748	0.051177999999999994	0.0	0.219342	-41.980782	673.76532	-64.830765	-147.785202	-5.371771	34.482132
-0.940716	0.0	-1.1046790000000002	5.843144000000001	-6.213548	-4.585731	-6.863975999999999	-0.664399	5.845185	0.05124	0.0	0.22885300000000003	-42.134212	685.072327	-71.47048199999999	-156.780594	-5.189954	35.103325
1.087601	0.0	1.068781	4.340586	4.21986	-5.83681	-4.5101059999999995	-0.577415	4.5895220000000005	0.051164999999999995	0.0	0.23851399999999998	-42.030861	693.803955	-78.40728	-165.482071	-5.008729	35.498591999999995
0.18634	0.0	0.095465	3.394886	22.553373	-9.011754	-2.153066	-0.555521	4.202593	0.050961	0.0	0.248412	-41.728012	699.008179	-85.86760699999999	-173.642349	-4.776805	35.622322
0.06966499999999999	0.0	-0.031232	1.8233549999999998	49.294724	-11.676758	1.5395729999999999	-0.28015999999999996	3.434131	0.050644999999999996	0.0	0.258184	-41.328007	699.458069	-93.227249	-180.588608	-4.545355000000001	35.424095
0.017578	0.0	-0.08774900000000001	-0.707817	87.42088299999999	-12.114899000000001	7.671084	0.40271	1.536715	0.050209	0.0	0.268662	-40.787949	694.0654910000001	-100.882103	-186.468765	-4.310587	34.848427
-0.011003	0.0	-0.11953499999999999	-3.372157	132.30793799999998	-9.280032	15.815366000000001	1.288914	-1.4557959999999999	0.049719	0.0	0.278568	-40.083752000000004	682.517822	-107.91935	-190.127319	-4.052937	33.934052
-0.030436	0.0	-0.142044	-5.466296	186.291901	-2.403823	26.461681	2.364247	-5.669938	0.049106	0.0	0.288769	-39.026306	662.619385	-114.584953	-191.343781	-3.7929160000000004	32.538464000000005
-0.043105000000000004	0.0	-0.157088	-5.993681	242.56715400000002	8.220642999999999	38.104442999999996	3.5178629999999997	-10.45577	0.048369	0.0	0.298585	-37.693366999999995	634.6406860000001	-119.881805	-189.494232	-3.5725569999999998	30.696661
-0.051740999999999995	0.0	-0.167522	-4.529537	298.991394	22.179861	50.087536	4.619358	-15.47005	0.047437	0.0	0.308369	-36.301247	597.466064	-123.553276	-184.23976100000002	-3.335683	28.341772
-0.057680999999999996	0.0	-0.174515	-0.8600209999999999	352.13510099999996	38.283221999999995	61.45294200000001	5.465217	-20.311478	0.046218	0.0	0.31801799999999997	-35.17305	551.482483	-124.972504	-175.38128700000001	-3.0741330000000002	25.48856
-0.061926999999999996	0.0	-0.17856	5.1775910000000005	400.649902	55.480515000000004	71.540062	6.007521	-24.810904	0.044592	0.0	0.327559	-34.413303000000006	497.60623200000003	-123.344872	-162.995361	-2.824661	22.189148
-0.066268	0.0	-0.180154	17.639433	462.28463700000003	79.973549	83.28244000000001	6.380249	-30.634490999999997	0.041308	0.0	0.341198	-33.778442	411.151398	-114.84780900000001	-140.284119	-2.591766	16.983847
-0.067526	0.0	-0.179601	23.211807	482.453949	88.371445	86.64919300000001	6.410243	-32.578022	0.039708	0.0	0.345943	-33.650455	377.93762200000003	-109.813736	-130.74478100000002	-2.558259	15.0073
-0.069702	0.0	-0.176455	35.02319	518.52063	102.43776700000001	91.49542199999999	6.303348000000001	-36.141746999999995	0.035706	0.0	0.353794	-33.577853999999995	314.148804	-97.48468000000001	-111.143829	-2.594853	11.216966000000001
-0.071726	0.0	-0.17068	48.202995	553.490417	114.006615	94.46949000000001	6.006548	-39.699551	0.029563	0.0	0.360582	-33.839420000000004	249.25477599999996	-82.14858199999999	-89.876717	-2.787368	7.368697999999999
-0.073424	0.0	-0.163142	60.709267000000004	584.493408	121.72280900000001	95.35566700000001	5.607666	-42.916031	0.020519	0.0	0.366171	-34.488838	191.325058	-66.74990799999999	-70.057716	-3.063199	3.9257440000000003
-0.074908	0.0	-0.153644	72.777206	613.853088	125.974396	94.314903	5.1466400000000005	-45.982655	0.004875	0.0	0.37127899999999997	-35.527397	137.545532	-51.367428000000004	-51.067745	-3.350753	0.6705479999999999
-0.07598200000000001	0.0	-0.143746	82.576263	638.156433	126.588852	91.732681	4.790538	-48.488663	-0.021138999999999998	0.0	0.3751	-36.743069	94.721184	-38.417159999999996	-35.529872999999995	-3.619338	-2.002332
-0.07672799999999999	0.0	-0.13323800000000002	90.529762	659.134338	124.36215200000001	87.821587	4.584683	-50.573761	-0.071562	0.0	0.376335	-38.197479	59.68451700000001	-27.261436	-22.461372	-3.921014	-4.271116
-0.077139	0.0	-0.122579	96.276749	676.150208	119.796227	82.881996	4.482364	-52.157661	-0.18607100000000001	0.0	0.36846999999999996	-39.929241	32.843303999999996	-18.320913	-12.101776	-4.228616000000001	-6.11118
-0.077235	0.0	-0.11266099999999998	99.67761999999999	687.994324	113.91644299999999	77.510124	4.426702	-53.137280000000004	-0.5065609999999999	0.0	0.32716	-41.764088	14.724613	-12.153769	-4.817302	-4.466785	-7.458919
-0.077054	0.0	-0.10247	101.524635	695.602173	106.795158	71.27855699999999	4.414886	-53.598698	-3.6745879999999995	0.0	-0.192157	-43.710114000000004	2.306938	-7.887764	0.44329399999999997	-4.635774	-8.477047
-0.07665	0.0	-0.093024	102.074219	698.154053	99.719009	64.944771	4.482218	-53.513248	2.051903	0.0	0.805177	-45.420071	-4.451468	-5.534717	3.584219	-4.745739	-9.133982000000001
-0.076012	0.0	-0.083517	101.73706800000001	696.065613	92.48465	58.13330799999999	4.636788	-52.909153	1.2549569999999999	0.0	0.714437	-47.022490999999995	-7.655914999999999	-4.385578	5.469672	-4.849923	-9.607842
-0.075154	0.0	-0.074392	100.716202	689.470093	85.673225	51.291336	4.838096	-51.816340999999994	1.23059	0.0	0.7873220000000001	-48.51506	-8.068306	-4.107722	6.352354	-4.993762	-9.92878
-0.074186	0.0	-0.065967	99.364456	679.769226	79.76445799999999	44.842251	5.054182	-50.42931	1.5037719999999999	0.0	0.9625040000000001	-49.850407000000004	-6.727310000000001	-4.363199	6.475063	-5.184353	-10.116338
-0.07304400000000001	0.0	-0.056723	97.801643	666.592834	73.842987	37.811058	5.2751410000000005	-48.690422	2.426409	0.0	1.436344	-51.132767	-4.213991	-5.07492	6.05274	-5.371269	-10.224864
-0.071814	0.0	-0.046939999999999996	96.355202	651.4677730000001	68.145264	30.579836	5.443576999999999	-46.784667999999996	8.869142	0.0	4.5429330000000006	-52.1833	-1.1568479999999999	-6.169807	5.255485	-5.458659	-10.260252000000001
-0.070525	0.0	-0.036444	95.11554699999999	635.277588	62.630611	23.152102	5.577301	-44.803036	-4.950496	0.0	-2.053916	-52.994319999999995	2.0681529999999997	-7.461835000000001	4.247812000000001	-5.474451999999999	-10.238383
-0.069241	0.0	-0.025524	94.03340899999999	619.165039	57.442417000000006	15.803416	5.684037	-42.871342	-1.984076	0.0	-0.630523	-53.619625	5.134937	-8.698557000000001	3.2376970000000003	-5.485352	-10.188104
-0.067984	0.0	-0.014697	92.98168199999999	604.0479740000001	52.642418000000006	8.87778	5.741122	-41.065334	-1.293783	0.0	-0.302967	-54.151320999999996	7.837675999999999	-9.826210000000001	2.374559	-5.501047	-10.140252
-0.06669299999999999	0.0	-0.003568	91.81304899999999	589.674316	47.913006	2.103855	5.744616000000001	-39.327343	-0.984482	0.0	-0.160052	-54.69817	10.265773	-10.954113000000001	1.64306	-5.516897	-10.106463
-0.065552	0.0	0.006684999999999999	90.641914	577.9323730000001	43.748985	-3.8633620000000004	5.70657	-37.884453	-0.83014	0.0	-0.088452	-55.239399	12.166642999999999	-11.956594	1.076164	-5.530255	-10.100016
-0.064475	0.0	0.016863999999999997	89.40501400000001	567.853821	39.810734000000004	-9.576035000000001	5.63486	-36.612408	-0.736744	0.0	-0.043738	-55.850193000000004	13.742292	-12.917219000000001	0.601054	-5.526776	-10.124546
-0.063474	0.0	0.026637	88.150414	559.542419	36.191821999999995	-14.9044	5.546636	-35.516445000000004	-0.6811149999999999	0.0	-0.018486000000000002	-56.554272	14.962860999999998	-13.781096	0.276599	-5.500214	-10.191433
-0.06268	0.0	0.03499	87.019348	553.55365	33.29287	-19.368668	5.478975	-34.696746999999995	-0.654332	0.0	-0.008555	-57.274349	15.739328	-14.384185	0.134654	-5.482798000000001	-10.298745
-0.062016999999999996	0.0	0.043232	85.853729	548.776062	30.673244	-23.724625	5.42022	-34.033195	-0.64127	0.0	-0.005598	-58.094727	16.278496	-14.786195000000001	0.09112	-5.513571	-10.438915
-0.061555	0.0	0.050911	84.752983	545.377258	28.381001	-27.765564	5.332994	-33.570683	-0.6376	0.0	-0.005864	-58.890831000000006	16.601517	-15.060564999999999	0.097346	-5.588749	-10.585121000000001
-0.061297000000000004	0.0	0.058588999999999995	83.759354	542.984924	26.148672	-31.812804999999997	5.200722	-33.283604	-0.6402939999999999	0.0	-0.007415000000000001	-59.583252	16.765210999999997	-15.342179000000002	0.124319	-5.675944	-10.73466
-0.061239	0.0	0.067204	82.921288	541.295166	23.69536	-36.377102	5.055346	-33.148159	-0.645125	0.0	-0.008452	-60.156422	16.859638	-15.654691	0.142493	-5.786516000000001	-10.87658
-0.06135499999999999	0.0	0.075565	82.411766	540.417175	21.351208	-40.836864	4.947978	-33.157115999999995	-0.648733	0.0	-0.009579	-60.522453000000006	16.92543	-15.927632999999998	0.162133	-5.9097550000000005	-10.980085
-0.061627	0.0	0.08455399999999999	82.10717	540.146057	18.814022	-45.671703	4.837579	-33.287834000000004	-0.6535270000000001	0.0	-0.014358000000000001	-60.789581000000005	16.948470999999998	-16.194262	0.24334099999999997	-6.027419999999999	-11.076285
-0.062032000000000004	0.0	0.093547	81.904762	540.4901120000001	16.218733	-50.561249	4.6974	-33.527854999999995	-0.659474	0.0	-0.02119	-61.05313100000001	16.931154	-16.43104	0.358774	-6.114686	-11.165649
-0.062544	0.0	0.10226299999999999	81.729881	541.414368	13.633296	-55.366519999999994	4.50945	-33.862076	-0.664134	0.0	-0.026222000000000002	-61.360656999999996	16.916491	-16.634678	0.443587	-6.166156	-11.234814
-0.063195	0.0	0.111326	81.624802	543.085999	10.795691999999999	-60.459648	4.2321279999999994	-34.320484	-0.668031	0.0	-0.029242	-61.666743999999994	16.902085999999997	-16.850958	0.49424700000000005	-6.160266	-11.29112
-0.063874	0.0	0.119499	81.703812	545.418091	8.021235	-65.176994	3.9401559999999995	-34.837818	-0.669445	0.0	-0.030822000000000002	-61.86694	16.913837	-17.062994	0.52132	-6.094435	-11.322885000000001
-0.064614	0.0	0.127525	82.02851899999999	548.896423	5.051085	-69.997856	3.691963	-35.466366	-0.665478	0.0	-0.031449	-62.014331999999996	17.010551	-17.235012	0.5349649999999999	-6.020745	-11.320152
-0.065373	0.0	0.135045	82.59225500000001	553.78302	1.971484	-74.785629	3.520168	-36.202438	-0.658618	0.0	-0.031902999999999994	-62.182582999999994	17.158832999999998	-17.329319	0.54742	-6.005466	-11.301117
-0.066175	0.0	0.142604	83.440529	560.727478	-1.532101	-79.962135	3.38065	-37.106079	-0.652938	0.0	-0.033836	-62.419827000000005	17.295195	-17.438278	0.585208	-6.048563	-11.292682000000001
-0.067039	0.0	0.15071500000000002	84.668922	570.456238	-5.756673	-85.97641	3.252548	-38.242748	-0.649195	0.0	-0.036271	-62.689640000000004	17.409233	-17.657522	0.6314569999999999	-6.109296	-11.301985
-0.067946	0.0	0.159385	86.277008	583.086731	-10.675412	-92.93543199999999	3.150346	-39.618221000000005	-0.645038	0.0	-0.037249000000000004	-62.916534	17.545341	-17.9883	0.653551	-6.1554199999999994	-11.317411
-0.06886	0.0	0.168495	88.156639	598.4832150000001	-16.212524	-100.841629	3.0619650000000003	-41.211494	-0.638061	0.0	-0.03694	-63.12138	17.757407999999998	-18.390757	0.6559550000000001	-6.191896	-11.330308
-0.069735	0.0	0.177806	90.13044000000001	616.245728	-22.25956	-109.57226599999998	2.9511439999999998	-42.973971999999996	-0.628629	0.0	-0.036308	-63.392761	18.054819000000002	-18.793781	0.655543	-6.242918	-11.349789
-0.070556	0.0	0.18715	92.118675	635.835693	-28.689808000000003	-118.99675	2.84005	-44.862057	-0.6179859999999999	0.0	-0.035312	-63.735138	18.414684	-19.10771	0.650261	-6.3197730000000005	-11.380018
-0.07129500000000001	0.0	0.196365	94.137077	656.402588	-35.375599	-128.894226	2.805984	-46.798351000000004	-0.603422	0.0	-0.033552	-64.01255	18.910529999999998	-19.337347	0.634484	-6.3982980000000005	-11.411033999999999
-0.071885	0.0	0.205002	96.026848	676.066895	-41.980472999999996	-138.594727	2.89983	-48.598743	-0.56795	0.0	-0.037554000000000004	-64.02401	20.078934	-19.803263	0.7540479999999999	-6.441418	-11.403832000000001
-0.072345	0.0	0.21355500000000002	97.606949	694.9207759999999	-48.903595	-148.403503	3.134667	-50.273781	-0.48104300000000005	0.0	-0.058455999999999994	-63.572639	23.412409	-21.332829999999998	1.3686049999999998	-6.4405660000000005	-11.262372000000001
-0.072654	0.0	0.221723	98.435417	711.222412	-56.05431	-157.694412	3.425529	-51.673294	-0.355072	0.0	-0.09118899999999999	-62.476418	30.613382	-24.408461	2.7915970000000003	-6.393098	-10.869947
-0.07280700000000001	0.0	0.229866	98.301109	724.08075	-63.72781	-166.44162	3.640258	-52.717898999999996	-0.236159	0.0	-0.120038	-60.46904	43.042953000000004	-28.424992	5.166775	-6.398308	-10.164981
-0.07278	0.0	0.23828400000000002	97.197525	731.985291	-71.771927	-174.420151	3.720164	-53.273559999999996	-0.150456	0.0	-0.138755	-57.278358	61.034057999999995	-31.917238	8.468793	-6.686112	-9.182932000000001
-0.07256699999999999	0.0	0.247059	95.22657	733.7001339999999	-80.008713	-181.267227	3.6207580000000004	-53.242573	-0.093802	0.0	-0.151041	-52.911606000000006	84.571625	-33.624714000000004	12.773757000000002	-7.265933	-7.932985
-0.072199	0.0	0.256337	92.339905	728.398071	-88.57040400000001	-186.715164	3.248752	-52.589268000000004	-0.054986	0.0	-0.16117	-47.724140000000006	114.50286899999999	-32.748196	18.45447	-7.934936	-6.296028
-0.071685	0.0	0.266288	88.35799399999999	714.939819	-97.162773	-190.379547	2.625427	-51.250568	-0.027464	0.0	-0.17056400000000002	-42.425846	151.356628	-28.486411999999998	25.815967999999998	-8.687052	-4.1567870000000005
-0.070989	0.0	0.27668400000000004	83.399025	692.661804	-104.96550800000001	-191.648483	1.883398	-49.171299	-0.008108	0.0	-0.178872	-37.961109	193.164658	-20.517038	34.551655	-9.556534	-1.566158
-0.070049	0.0	0.287506	77.745369	660.8613889999999	-111.556221	-190.001923	1.1090790000000001	-46.292572	0.005938000000000001	0.0	-0.185852	-34.809895000000004	237.95085099999997	-9.234604	44.223579	-10.377578999999999	1.412878
-0.06879600000000001	0.0	0.298835	71.801735	619.095947	-116.332237	-185.007751	0.422217	-42.591503	0.016386	0.0	-0.19118800000000002	-33.136044	282.96826200000004	4.465985	54.100246	-10.9686	4.63664
-0.067012	0.0	0.311287	65.781326	566.1923830000001	-118.45324699999999	-176.24809299999998	-0.091022	-37.941517	0.02443	0.0	-0.194468	-33.01104	326.327698	20.115757000000002	63.460312	-11.293804	7.972236
-0.064576	0.0	0.324424	60.198067	507.36111500000004	-117.063126	-164.600143	-0.387403	-32.763153	0.030367	0.0	-0.19527	-34.456039000000004	363.47406	35.80743	70.975479	-11.359212	11.037761
-0.061023	0.0	0.33976799999999996	54.458916	440.544983	-111.713783	-149.683075	-0.53379	-26.883284000000003	0.035348000000000004	0.0	-0.193856	-37.511417	397.680298	52.034534	77.092651	-11.240849	14.057369
-0.055851	0.0	0.35818099999999997	48.472721	368.87393199999997	-102.340324	-132.123749	-0.603378	-20.602005	0.039639999999999995	0.0	-0.190555	-41.912884000000005	429.946075	68.129356	81.92823	-11.053298	17.043209
-0.048657	0.0	0.379806	42.728706	300.455231	-90.429314	-114.114777	-0.646518	-14.619397	0.043122	0.0	-0.186014	-46.664516	459.859375	82.501717	85.54039	-10.918238	19.829937
-0.037518	0.0	0.408973	37.035332000000004	233.337296	-76.466248	-95.428612	-0.69409	-8.754428	0.046126	0.0	-0.17993699999999999	-51.377319	491.22143600000004	95.583969	88.38915300000001	-10.830192	22.657882999999998
-0.020049	0.0	0.45054099999999997	31.752572999999998	172.457535	-62.268260999999995	-77.69918100000001	-0.7974	-3.45765	0.048541	0.0	-0.172426	-55.409363	523.897156	106.180695	90.333641	-10.743276	25.430721
0.009809	0.0	0.5173439999999999	26.892681	118.990921	-48.809162	-61.559295999999996	-0.991677	1.1671639999999999	0.050365	0.0	-0.16360999999999998	-58.512409	558.252563	113.982574	91.335808	-10.69513	28.116660999999997
0.073262	0.0	0.652656	22.322004	71.659225	-36.131401000000004	-46.76886	-1.236291	5.24988	0.051664	0.0	-0.153338	-60.564620999999995	595.573547	119.14969599999999	91.324318	-10.756304	30.769971999999996
0.22475599999999998	0.0	0.965541	18.723869	36.676334000000004	-26.151346	-35.412498	-1.398136	8.243222	0.052386	0.0	-0.143376	-61.258442	629.82782	121.21424099999999	90.30249	-10.873073	32.994324
1.2031370000000001	0.0	2.958135	15.674705	8.789503999999999	-17.69631	-26.000536	-1.47765	10.574976	0.052764	0.0	-0.132688	-60.81284300000001	663.7842410000001	120.810837	88.076233	-10.987406	35.024014
-1.098286	0.0	-1.7195169999999997	13.378075	-11.096488	-11.343950999999999	-19.080601	-1.5244010000000001	12.187114	0.052868	0.0	-0.121797	-59.415321	693.79718	118.175873	84.502647	-11.079571000000001	36.679493
-0.542193	0.0	-0.592256	11.754514	-24.377354	-6.939260000000001	-14.437632	-1.5736059999999998	13.217235	0.052836	0.0	-0.11058499999999999	-57.474113	718.3455809999999	113.693405	79.43854499999999	-11.105355	37.954475
-0.425284	0.0	-0.362209	10.651933	-32.357014	-4.221081	-11.720007	-1.640945	13.76092	0.052787	0.0	-0.098911	-55.469177	736.4562990000001	107.65701299999999	72.84326899999999	-10.994675	38.875607
-0.387333	0.0	-0.294191	10.00508	-35.928875	-2.920716	-10.569963000000001	-1.7171459999999998	13.916424	0.052782	0.0	-0.087809	-53.901649	746.507751	101.044151	65.550285	-10.79735	39.402439
-0.37713800000000003	0.0	-0.28167600000000004	9.711105	-36.736740000000005	-2.443342	-10.347847	-1.768631	13.854838	0.052846000000000004	0.0	-0.076646	-52.750263000000004	749.386292	93.91190300000001	57.437588	-10.600717999999999	39.601772
-0.38354699999999997	0.0	-0.300377	9.754622999999999	-35.625721	-2.5033830000000004	-10.701158	-1.7520490000000002	13.664145000000001	0.053013	0.0	-0.065928	-52.046101	745.332275	86.803101	49.138161	-10.413369	39.512512
-0.40124899999999997	0.0	-0.339903	10.027650999999999	-33.400139	-2.928892	-11.352808	-1.684711	13.401757	0.053302999999999996	0.0	-0.055678	-51.727184	735.65271	79.81306500000001	40.959415	-10.183214999999999	39.212547
-0.42938000000000004	0.0	-0.39819899999999997	10.435569000000001	-30.55834	-3.6712010000000004	-12.168298	-1.63426	13.121148000000002	0.053721000000000005	0.0	-0.045131	-51.683144	720.8757929999999	72.577713	32.534145	-9.911526	38.726189
-0.464033	0.0	-0.464505	10.861938	-27.798201000000002	-4.500882	-12.912410000000001	-1.602481	12.899272	0.054222	0.0	-0.035139	-51.791672	703.72113	65.871887	24.728113	-9.663206	38.157089
-0.505057	0.0	-0.534327	11.294303999999999	-25.191044	-5.278194	-13.460257	-1.5276129999999999	12.722908	0.054824	0.0	-0.025259	-51.935234	684.979065	59.467167	17.302027	-9.432333999999999	37.553546999999995
-0.5522130000000001	0.0	-0.603233	11.750419	-22.784943	-5.954229	-13.744632000000001	-1.415692	12.582136	0.05552000000000001	0.0	-0.015295	-52.00016	665.2842410000001	53.267017	10.175222999999999	-9.227756	36.936386
-0.6017859999999999	0.0	-0.666129	12.235217	-20.757366	-6.520931	-13.827082	-1.314223	12.491488	0.056253	0.0	-0.0055119999999999995	-51.869021999999994	646.179871	47.490314	3.561532	-9.078147999999999	36.349262
-0.65415	0.0	-0.730791	12.785343	-19.010877999999998	-7.080596000000001	-13.892976	-1.235578	12.435958	0.057040999999999994	0.0	0.004712	-51.491184000000004	627.5155639999999	41.784434999999995	-2.956615	-8.928872	35.794178
-0.7041850000000001	0.0	-0.800053	13.349827	-17.60574	-7.655904	-14.085516	-1.189324	12.397696	0.057803	0.0	0.014621	-50.936234000000006	611.164917	36.487514000000004	-8.935551	-8.714542	35.327404
-0.753366	0.0	-0.877927	13.935957	-16.430117000000003	-8.253344	-14.424439999999999	-1.1810379999999998	12.377897	0.058567999999999995	0.0	0.0248	-50.230431	596.1524049999999	31.286386	-14.784569	-8.444279	34.915562
-0.7980189999999999	0.0	-0.955108	14.496342000000002	-15.515448999999998	-8.738686	-14.818921	-1.196604	12.381629	0.059311	0.0	0.034950999999999996	-49.447369	582.8320309999999	26.461199	-20.370775	-8.203719	34.56855
-0.836089	0.0	-1.0237530000000001	15.021208999999999	-14.818563000000001	-9.008872	-15.170547000000001	-1.1812690000000001	12.389639	0.060025	0.0	0.044815	-48.658382	571.396179	22.158068	-25.607065	-7.99297	34.298283000000005
-0.8645120000000001	0.0	-1.073004	15.514664000000002	-14.345899	-9.083444	-15.393210999999999	-1.113939	12.402207	0.060705999999999996	0.0	0.054134	-47.917355	562.097229	18.4053	-30.428658000000002	-7.769176	34.122551
-0.8791200000000001	0.0	-1.0942120000000002	15.928576999999999	-14.14206	-9.055196	-15.474416	-1.0386229999999999	12.432572	0.061329999999999996	0.0	0.062734	-47.283386	555.11438	15.235001	-34.824345	-7.551713	34.045398999999996
-0.8804770000000001	0.0	-1.0913959999999998	16.222301	-14.161655999999999	-8.992111999999999	-15.455973	-0.984507	12.469018	0.061929	0.0	0.071336	-46.768627	549.9111330000001	12.367655000000001	-39.228493	-7.338441	34.055195
-0.8706290000000001	0.0	-1.0657	16.373358	-14.360183	-8.923017999999999	-15.303648	-0.950182	12.502386999999999	0.062487	0.0	0.079963	-46.368176	546.52002	9.710562	-43.701633	-7.103936999999999	34.150402
-0.852928	0.0	-1.018505	16.44631	-14.707177	-8.854569	-14.979327	-0.929278	12.544158	0.06299	0.0	0.08851	-45.972694	544.875916	7.194093	-48.226696000000004	-6.853161999999999	34.321521999999995
-0.8318959999999999	0.0	-0.96088	16.508488	-15.135585	-8.783667	-14.543476	-0.921344	12.591238	0.06345	0.0	0.097178	-45.477641999999996	544.851074	4.710351	-52.947334	-6.6224240000000005	34.570969
-0.8129109999999999	0.0	-0.9113479999999999	16.548998	-15.530763	-8.74404	-14.153929000000002	-0.925582	12.625132	0.063861	0.0	0.105544	-44.926327	546.305298	2.285102	-57.659256000000006	-6.429824	34.887375
-0.795726	0.0	-0.873828	16.539928	-15.896968	-8.783726	-13.891217000000001	-0.952156	12.649627	0.06424400000000001	0.0	0.114167	-44.331295000000004	549.1817629999999	-0.42399499999999996	-62.698485999999995	-6.229589	35.281796
-0.7807609999999999	0.0	-0.850198	16.47958	-16.227022	-8.894900999999999	-13.796183	-0.9986520000000001	12.669433	0.06457	0.0	0.122852	-43.725807	553.360596	-3.4938860000000003	-67.981201	-6.027945	35.730652
-0.76966	0.0	-0.8405549999999999	16.392076	-16.468742000000002	-9.005039	-13.84288	-1.032241	12.675334	0.064846	0.0	0.131572	-43.137221999999994	558.84729	-6.968291000000001	-73.528435	-5.844459	36.239059000000005
-0.764372	0.0	-0.8433120000000001	16.294048	-16.562435	-9.062738000000001	-13.967297	-1.026038	12.659857	0.06511499999999999	0.0	0.140213	-42.627528999999996	565.722412	-10.873374	-79.321564	-5.651935	36.836895
-0.764061	0.0	-0.8524219999999999	16.170662	-16.532536999999998	-9.066622	-14.092694	-0.975778	12.631865	0.06539600000000001	0.0	0.148368	-42.295624	573.740662	-15.049916	-85.124809	-5.4390849999999995	37.520576
-0.766411	0.0	-0.864167	15.964625	-16.427845	-9.028675999999999	-14.196401999999999	-0.8931389999999999	12.590482000000002	0.065735	0.0	0.157052	-42.192454999999995	584.027771	-19.962175	-91.72288499999999	-5.207392	38.391166999999996
-0.770858	0.0	-0.8775059999999999	15.682148999999999	-16.252117000000002	-8.980074	-14.261334	-0.817652	12.528077	0.066097	0.0	0.16555	-42.341423	595.738464	-25.113806	-98.62439	-4.995595	39.376335
-0.7786569999999999	0.0	-0.8943030000000001	15.337082	-15.967	-8.960795	-14.279330999999999	-0.753851	12.432814	0.066475	0.0	0.174596	-42.667374	609.670532	-30.907995	-106.446281	-4.774795	40.528019
-0.7890550000000001	0.0	-0.912507	14.961418	-15.600435000000001	-8.985553	-14.235512	-0.7097640000000001	12.309597	0.066815	0.0	0.18423599999999998	-43.087971	625.653687	-37.365456	-115.26765400000001	-4.53545	41.802986
-0.798034	0.0	-0.9281959999999999	14.586770999999999	-15.259997	-9.034587	-14.164261999999999	-0.706099	12.177992	0.067063	0.0	0.193604	-43.53347	641.7843019999999	-43.821487	-124.251724	-4.320947	43.039840999999996
-0.803991	0.0	-0.9422870000000001	14.158914000000001	-14.972207999999998	-9.097546000000001	-14.108118	-0.754726	12.037522000000001	0.067241	0.0	0.203273	-44.053096999999994	658.477539	-50.630939	-133.85063200000002	-4.135121	44.276866999999996
